First Author,PubMed ID,Study accession,Publication date,Journal,Title,Trait(s),Reported trait
R¨¹hlemann MC,33462482,GCST90011482,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,P_Bacteroidetes abundance
R¨¹hlemann MC,33462482,GCST90011483,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,P_Firmicutes abundance
R¨¹hlemann MC,33462482,GCST90011484,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,P_Proteobacteria abundance
R¨¹hlemann MC,33462482,GCST90011485,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,TestASV_1 (Bacteroides) abundance
R¨¹hlemann MC,33462482,GCST90011486,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,TestASV_10 (Parabacteroides) abundance
R¨¹hlemann MC,33462482,GCST90011487,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,TestASV_11 (Lachnospiraceae) abundance
R¨¹hlemann MC,33462482,GCST90011488,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,TestASV_12 (Bacteroides) abundance
R¨¹hlemann MC,33462482,GCST90011489,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,TestASV_13 (Bacteroides) abundance
R¨¹hlemann MC,33462482,GCST90011490,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,TestASV_14 (Lachnospiraceae) abundance
R¨¹hlemann MC,33462482,GCST90011491,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,TestASV_15 (Bacteroides) abundance
R¨¹hlemann MC,33462482,GCST90011492,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,TestASV_16 (Bacteroides) abundance
R¨¹hlemann MC,33462482,GCST90011493,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,TestASV_17 (Bacteroides) abundance
R¨¹hlemann MC,33462482,GCST90011494,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,TestASV_18 (Prevotella) abundance
R¨¹hlemann MC,33462482,GCST90011495,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,TestASV_19 (Prevotella) abundance
R¨¹hlemann MC,33462482,GCST90011496,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,TestASV_2 (Bacteroides) abundance
R¨¹hlemann MC,33462482,GCST90011497,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,TestASV_20 (Phascolarctobacterium) abundance
R¨¹hlemann MC,33462482,GCST90011498,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,TestASV_21 (Ruminococcaceae) abundance
R¨¹hlemann MC,33462482,GCST90011499,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,TestASV_22 (Sutterella) abundance
R¨¹hlemann MC,33462482,GCST90011525,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,TestASV_47 (Parasutterella) abundance
R¨¹hlemann MC,33462482,GCST90011526,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,TestASV_48 (Sutterella) abundance
R¨¹hlemann MC,33462482,GCST90011527,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,TestASV_49 (Parasutterella) abundance
R¨¹hlemann MC,33462482,GCST90011528,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,TestASV_5 (Bacteroides) abundance
R¨¹hlemann MC,33462482,GCST90011529,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,TestASV_6 (Subdoligranulum) abundance
R¨¹hlemann MC,33462482,GCST90011530,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,TestASV_7 (Bacteroides) abundance
R¨¹hlemann MC,33462482,GCST90011531,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,TestASV_8 (Bacteroides) abundance
R¨¹hlemann MC,33462482,GCST90011532,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,TestASV_9 (Alistipes) abundance
R¨¹hlemann MC,33462482,GCST90011533,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,C_Alphaproteobacteria prevalence
R¨¹hlemann MC,33462482,GCST90011534,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,C_Negativicutes prevalence
R¨¹hlemann MC,33462482,GCST90011535,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,F_Acidaminococcaceae prevalence
R¨¹hlemann MC,33462482,GCST90011536,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,F_Prevotellaceae prevalence
R¨¹hlemann MC,33462482,GCST90011537,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,G_Alloprevotella prevalence
R¨¹hlemann MC,33462482,GCST90011538,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,G_Alphaproteobacteria prevalence
R¨¹hlemann MC,33462482,GCST90011539,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,G_Bacteroidales prevalence
R¨¹hlemann MC,33462482,GCST90011540,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,G_Bacteroidetes prevalence
R¨¹hlemann MC,33462482,GCST90011541,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,G_Barnesiella prevalence
R¨¹hlemann MC,33462482,GCST90011542,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,G_Catenibacterium prevalence
R¨¹hlemann MC,33462482,GCST90011543,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,G_Coprococcus prevalence
R¨¹hlemann MC,33462482,GCST90011544,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,G_Holdemanella prevalence
R¨¹hlemann MC,33462482,GCST90011545,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,G_Parabacteroides prevalence
R¨¹hlemann MC,33462482,GCST90011546,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,G_Paraprevotella prevalence
R¨¹hlemann MC,33462482,GCST90011547,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,G_Parasutterella prevalence
R¨¹hlemann MC,33462482,GCST90011548,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,G_Phascolarctobacterium prevalence
R¨¹hlemann MC,33462482,GCST90011549,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,G_Porphyromonadaceae prevalence
R¨¹hlemann MC,33462482,GCST90011400,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,OTU97_5 (Sutterella) abundance
R¨¹hlemann MC,33462482,GCST90011401,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,OTU97_50 (Aestuariispira) abundance
R¨¹hlemann MC,33462482,GCST90011402,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,OTU97_51 (Barnesiella) abundance
R¨¹hlemann MC,33462482,GCST90011403,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,OTU97_53 (Bacteroides) abundance
R¨¹hlemann MC,33462482,GCST90011404,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,OTU97_56 (Ruminococcaceae) abundance
R¨¹hlemann MC,33462482,GCST90011405,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,OTU97_58 (Sutterellaceae) abundance
R¨¹hlemann MC,33462482,GCST90011406,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,OTU97_6 (Sutterella) abundance
R¨¹hlemann MC,33462482,GCST90011407,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,OTU97_65 (Parabacteroides) abundance
R¨¹hlemann MC,33462482,GCST90011408,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,OTU97_69 (Clostridiales) abundance
R¨¹hlemann MC,33462482,GCST90011409,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,OTU97_7 (Lachnospiraceae) abundance
R¨¹hlemann MC,33462482,GCST90011410,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,OTU97_73 (Prevotella) abundance
R¨¹hlemann MC,33462482,GCST90011411,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,OTU97_74 (Alistipes) abundance
R¨¹hlemann MC,33462482,GCST90011412,44214,Nat Genet,Genome-wide association study in 8956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.,gut microbiome measurement,OTU97_8 (Ruminococcaceae) abundance
